                                          AUGUST 1999 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Su 27 08:25:44 07AQ12 04LE59 13AQ09 22CP20 25AQ12 06GE21 11SC05 05AR26 01PI54 10CP13 22SC13 
Mo 28 08:29:41 08AQ13 17LE32 14AQ54 23CP35 25AQ59 06GE20 11SC07 05AR29 01PI56 10CP15 22SC10 
Tu 29 08:33:37 09AQ14 00VI17 16AQ39 24CP51 26AQ47 06GE20 11SC09 05AR31 01PI58 10CP17 22SC07 
We 30 08:37:34 10AQ15 13VI13 18AQ24 26CP06 27AQ34 06GE20 11SC11 05AR33 01PI60 10CP19 22SC04 
Th 31 08:41:30 11AQ16 26VI21 20AQ10 27CP21 28AQ21 06GE20 11SC13 05AR35 02PI02 10CP21 22SC00
 
                                        FEBRUARY 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Fr 01 08:45:27 12AQ17 09LI40 21AQ55 28CP36 29AQ09 06GE20 11SC15 05AR38 02PI04 10CP22 21SC57 
Sa 02 08:49:24 13AQ18 23LI09 23AQ41 29CP51 29AQ56 06GE20 11SC17 05AR40 02PI06 10CP24 21SC54 
Su 03 08:53:20 14AQ19 06SC51 25AQ26 01AQ06 00PI44 06GE21 11SC19 05AR42 02PI09 10CP26 21SC51 
Mo 04 08:57:17 15AQ20 20SC45 27AQ11 02AQ22 01PI31 06GE22 11SC20 05AR45 02PI11 10CP28 21SC48 
Tu 05 09:01:13 16AQ20 04SG52 28AQ55 03AQ37 02PI18 06GE23 11SC22 05AR47 02PI13 10CP30 21SC45 
We 06 09:05:10 17AQ21 19SG11 00PI39 04AQ52 03PI06 06GE24 11SC23 05AR50 02PI15 10CP32 21SC41 
Th 07 09:09:06 18AQ22 03CP41 02PI21 06AQ07 03PI53 06GE25 11SC24 05AR52 02PI17 10CP33 21SC38 
Fr 08 09:13:03 19AQ23 18CP16 04PI02 07AQ22 04PI41 06GE27 11SC26 05AR55 02PI20 10CP35 21SC35 
Sa 09 09:16:59 20AQ24 02AQ51 05PI41 08AQ37 05PI28 06GE29 11SC27 05AR57 02PI22 10CP37 21SC32 
Su 10 09:20:56 21AQ24 17AQ20 07PI17 09AQ53 06PI15 06GE31 11SC28 06AR00 02PI24 10CP39 21SC29 
Mo 11 09:24:53 22AQ25 01PI34 08PI51 11AQ08 07PI03 06GE33 11SC29 06AR03 02PI26 10CP40 21SC26 
Tu 12 09:28:49 23AQ26 15PI28 10PI20 12AQ23 07PI50 06GE36 11SC29 06AR05 02PI29 10CP42 21SC22 
We 13 09:32:46 24AQ27 28PI58 11PI46 13AQ38 08PI37 06GE38 11SC30 06AR08 02PI31 10CP44 21SC19 
Th 14 09:36:42 25AQ27 12AR03 13PI07 14AQ53 09PI25 06GE41 11SC30 06AR11 02PI33 10CP45 21SC16 
Fr 15 09:40:39 26AQ28 24AR44 14PI23 16AQ08 10PI12 06GE44 11SC31 06AR14 02PI35 10CP47 21SC13 
Sa 16 09:44:35 27AQ28 07TA05 15PI32 17AQ23 10PI59 06GE47 11SC31 06AR17 02PI38 10CP48 21SC10 
Su 17 09:48:32 28AQ29 19TA10 16PI35 18AQ38 11PI47 06GE51 11SC31 06AR19 02PI40 10CP50 21SC06 
Mo 18 09:52:28 29AQ30 01GE04 17PI30 19AQ53 12PI34 06GE54 11SC32 06AR22 02PI42 10CP52 21SC03 
Tu 19 09:56:25 00PI30 12GE52 18PI17 21AQ08 13PI21 06GE58 11SC32 06AR25 02PI45 10CP53 21SC00 
We 20 10:00:22 01PI31 24GE41 18PI55 22AQ23 14PI08 07GE02 11SC32 06AR28 02PI47 10CP55 20SC57 
Th 21 10:04:18 02PI31 06CN35 19PI24 23AQ39 14PI56 07GE06 11SC31 06AR31 02PI49 10CP56 20SC54 
Fr 22 10:08:15 03PI31 18CN38 19PI43 24AQ54 15PI43 07GE10 11SC31 06AR34 02PI51 10CP58 20SC51 
Sa 23 10:12:11 04PI32 00LE55 19PI52 26AQ09 16PI30 07GE15 11SC31 06AR37 02PI54 10CP59 20SC47 
Su 24 10:16:08 05PI32 13LE28 19PI51 27AQ24 17PI17 07GE19 11SC30 06AR40 02PI56 11CP00 20SC44 
Mo 25 10:20:04 06PI33 26LE16 19PI40 28AQ39 18PI04 07GE24 11SC30 06AR43 02PI58 11CP02 20SC41 
Tu 26 10:24:01 07PI33 09VI21 19PI19 29AQ54 18PI51 07GE29 11SC29 06AR46 03PI00 11CP03 20SC38 
We 27 10:27:57 08PI33 22VI40 18PI50 01PI09 19PI38 07GE35 11SC28 06AR49 03PI03 11CP04 20SC35 
Th 28 10:31:54 09PI33 06LI12 18PI12 02PI23 20PI25 07GE40 11SC27 06AR53 03PI05 11CP06 20SC31 
                                         MARCH 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Fr 01 10:35:51 10PI34 19LI53 17PI27 03PI38 21PI12 07GE45 11SC26 06AR56 03PI07 11CP07 20SC28 
Sa 02 10:39:47 11PI34 03SC43 16PI35 04PI53 21PI59 07GE51 11SC25 06AR59 03PI10 11CP08 20SC25 
Su 03 10:43:44 12PI34 17SC38 15PI39 06PI08 22PI46 07GE57 11SC24 07AR02 03PI12 11CP10 20SC22 
Mo 04 10:47:40 13PI34 01SG38 14PI40 07PI23 23PI33 08GE03 11SC23 07AR05 03PI14 11CP11 20SC19 
Tu 05 10:51:37 14PI34 15SG43 13PI38 08PI38 24PI20 08GE09 11SC21 07AR08 03PI16 11CP12 20SC16 
We 06 10:55:33 15PI34 29SG51 12PI36 09PI53 25PI07 08GE16 11SC20 07AR12 03PI19 11CP13 20SC12 
Th 07 10:59:30 16PI34 14CP02 11PI36 11PI08 25PI54 08GE22 11SC18 07AR15 03PI21 11CP14 20SC09 
Fr 08 11:03:26 17PI34 28CP12 10PI37 12PI23 26PI40 08GE29 11SC16 07AR18 03PI23 11CP15 20SC06 
Sa 09 11:07:23 18PI35 12AQ20 09PI42 13PI38 27PI27 08GE36 11SC15 07AR21 03PI25 11CP16 20SC03 
Su 10 11:11:20 19PI34 26AQ20 08PI51 14PI53 28PI14 08GE43 11SC13 07AR25 03PI27 11CP17 19SC60 
Mo 11 11:15:16 20PI34 10PI09 08PI05 16PI07 29PI01 08GE50 11SC11 07AR28 03PI30 11CP18 19SC57 
Tu 12 11:19:13 21PI34 23PI43 07PI25 17PI22 29PI47 08GE57 11SC09 07AR31 03PI32 11CP19 19SC53 
We 13 11:23:09 22PI34 06AR59 06PI51 18PI37 00AR34 09GE04 11SC06 07AR35 03PI34 11CP20 19SC50 
Th 14 11:27:06 23PI34 19AR55 06PI24 19PI52 01AR21 09GE12 11SC04 07AR38 03PI36 11CP21 19SC47 
Fr 15 11:31:02 24PI34 02TA31 06PI03 21PI07 02AR07 09GE20 11SC02 07AR41 03PI38 11CP22 19SC44 
Sa 16 11:34:59 25PI34 14TA50 05PI48 22PI22 02AR54 09GE28 10SC59 07AR45 03PI41 11CP23 19SC41 
Su 17 11:38:55 26PI34 26TA55 05PI40 23PI36 03AR40 09GE36 10SC57 07AR48 03PI43 11CP24 19SC37 
Mo 18 11:42:52 27PI33 08GE50 05PI38 24PI51 04AR27 09GE44 10SC54 07AR52 03PI45 11CP25 19SC34 
Tu 19 11:46:49 28PI33 20GE40 05PI42 26PI06 05AR13 09GE52 10SC52 07AR55 03PI47 11CP26 19SC31 
We 20 11:50:45 29PI33 02CN30 05PI52 27PI20 05AR60 10GE00 10SC49 07AR58 03PI49 11CP26 19SC28 
Th 21 11:54:42 00AR32 14CN25 06PI07 28PI35 06AR46 10GE09 10SC46 08AR02 03PI51 11CP27 19SC25 
Fr 22 11:58:38 01AR32 26CN31 06PI27 29PI50 07AR33 10GE18 10SC43 08AR05 03PI53 11CP28 19SC22 
Sa 23 12:02:35 02AR31 08LE51 06PI52 01AR04 08AR19 10GE26 10SC40 08AR09 03PI55 11CP28 19SC18 
Su 24 12:06:31 03AR31 21LE29 07PI22 02AR19 09AR05 10GE35 10SC37 08AR12 03PI57 11CP29 19SC15 
Mo 25 12:10:28 04AR30 04VI27 07PI56 03AR34 09AR51 10GE44 10SC34 08AR15 03PI59 11CP30 19SC12 
Tu 26 12:14:24 05AR30 17VI46 08PI34 04AR48 10AR37 10GE54 10SC30 08AR19 04PI01 11CP30 19SC09 
We 27 12:18:21 06AR29 01LI25 09PI17 06AR03 11AR24 11GE03 10SC27 08AR22 04PI03 11CP31 19SC06 
Th 28 12:22:18 07AR28 15LI20 10PI02 07AR17 12AR10 11GE12 10SC24 08AR26 04PI05 11CP31 19SC03 
Fr 29 12:26:14 08AR28 29LI28 10PI52 08AR32 12AR56 11GE22 10SC20 08AR29 04PI07 11CP32 18SC59 
Sa 30 12:30:11 09AR27 13SC44 11PI44 09AR47 13AR42 11GE31 10SC17 08AR32 04PI09 11CP32 18SC56 
Su 31 12:34:07 10AR26 28SC04 12PI40 11AR01 14AR28 11GE41 10SC13 08AR36 04PI11 11CP33 18SC53 
                                         APRIL 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Mo 01 12:38:04 11AR25 12SG24 13PI38 12AR16 15AR14 11GE51 10SC09 08AR39 04PI13 11CP33 18SC50 
Tu 02 12:42:00 12AR25 26SG41 14PI40 13AR30 15AR59 12GE01 10SC06 08AR43 04PI15 11CP33 18SC47 
We 03 12:45:57 13AR24 10CP52 15PI43 14AR45 16AR45 12GE11 10SC02 08AR46 04PI17 11CP34 18SC43 
Th 04 12:49:53 14AR23 24CP56 16PI50 15AR59 17AR31 12GE21 09SC58 08AR50 04PI19 11CP34 18SC40 
Fr 05 12:53:50 15AR22 08AQ51 17PI58 17AR13 18AR17 12GE31 09SC54 08AR53 04PI21 11CP34 18SC37 
Sa 06 12:57:47 16AR21 22AQ37 19PI09 18AR28 19AR03 12GE42 09SC50 08AR56 04PI22 11CP34 18SC34 
Su 07 13:01:43 17AR20 06PI11 20PI23 19AR42 19AR48 12GE52 09SC46 08AR60 04PI24 11CP35 18SC31 
Mo 08 13:05:40 18AR19 19PI33 21PI38 20AR57 20AR34 13GE03 09SC42 09AR03 04PI26 11CP35 18SC28 
Tu 09 13:09:36 19AR18 02AR41 22PI55 22AR11 21AR20 13GE13 09SC38 09AR07 04PI28 11CP35 18SC24 
We 10 13:13:33 20AR17 15AR35 24PI15 23AR25 22AR05 13GE24 09SC34 09AR10 04PI30 11CP35 18SC21 
Th 11 13:17:29 21AR16 28AR14 25PI36 24AR40 22AR51 13GE35 09SC30 09AR13 04PI31 11CP35 18SC18 
Fr 12 13:21:26 22AR15 10TA39 26PI59 25AR54 23AR36 13GE46 09SC26 09AR17 04PI33 11CP35 18SC15 
Sa 13 13:25:22 23AR14 22TA51 28PI24 27AR08 24AR21 13GE57 09SC21 09AR20 04PI35 11CP35 18SC12 
Su 14 13:29:19 24AR13 04GE53 29PI50 28AR23 25AR07 14GE08 09SC17 09AR23 04PI36 11CP35 18SC08 
Mo 15 13:33:16 25AR11 16GE46 01AR19 29AR37 25AR52 14GE19 09SC13 09AR27 04PI38 11CP35 18SC05 
Tu 16 13:37:12 26AR10 28GE36 02AR49 00TA51 26AR37 14GE31 09SC08 09AR30 04PI39 11CP35 18SC02 
We 17 13:41:09 27AR09 10CN26 04AR21 02TA05 27AR23 14GE42 09SC04 09AR33 04PI41 11CP35 17SC59 
Th 18 13:45:05 28AR07 22CN21 05AR54 03TA20 28AR08 14GE54 08SC60 09AR37 04PI43 11CP35 17SC56 
Fr 19 13:49:02 29AR06 04LE26 07AR30 04TA34 28AR53 15GE05 08SC55 09AR40 04PI44 11CP35 17SC53 
Sa 20 13:52:58 00TA05 16LE45 09AR06 05TA48 29AR38 15GE17 08SC51 09AR43 04PI46 11CP34 17SC49 
Su 21 13:56:55 01TA03 29LE23 10AR45 07TA02 00TA23 15GE28 08SC46 09AR47 04PI47 11CP34 17SC46 
Mo 22 14:00:51 02TA02 12VI23 12AR25 08TA16 01TA08 15GE40 08SC42 09AR50 04PI48 11CP34 17SC43 
Tu 23 14:04:48 03TA00 25VI46 14AR07 09TA30 01TA53 15GE52 08SC37 09AR53 04PI50 11CP34 17SC40 
We 24 14:08:45 03TA59 09LI34 15AR51 10TA45 02TA38 16GE04 08SC33 09AR56 04PI51 11CP33 17SC37 
Th 25 14:12:41 04TA57 23LI44 17AR36 11TA59 03TA22 16GE16 08SC28 09AR59 04PI53 11CP33 17SC34 
Fr 26 14:16:38 05TA56 08SC13 19AR23 13TA13 04TA07 16GE28 08SC24 10AR03 04PI54 11CP32 17SC30 
Sa 27 14:20:34 06TA54 22SC54 21AR12 14TA27 04TA52 16GE40 08SC19 10AR06 04PI55 11CP32 17SC27 
Su 28 14:24:31 07TA52 07SG40 23AR02 15TA41 05TA36 16GE52 08SC14 10AR09 04PI57 11CP32 17SC24 
Mo 29 14:28:27 08TA51 22SG26 24AR54 16TA55 06TA21 17GE05 08SC10 10AR12 04PI58 11CP31 17SC21 
Tu 30 14:32:24 09TA49 07CP04 26AR48 18TA09 07TA06 17GE17 08SC05 10AR15 04PI59 11CP31 17SC18 
                                          MAY 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
We 01 14:36:20 10TA47 21CP30 28AR44 19TA23 07TA50 17GE29 08SC01 10AR18 05PI00 11CP30 17SC14 
Th 02 14:40:17 11TA45 05AQ40 00TA41 20TA37 08TA35 17GE42 07SC56 10AR21 05PI01 11CP30 17SC11 
Fr 03 14:44:14 12TA44 19AQ32 02TA40 21TA50 09TA19 17GE54 07SC52 10AR24 05PI03 11CP29 17SC08 
Sa 04 14:48:10 13TA42 03PI07 04TA41 23TA04 10TA03 18GE07 07SC47 10AR27 05PI04 11CP28 17SC05 
Su 05 14:52:07 14TA40 16PI24 06TA43 24TA18 10TA48 18GE19 07SC43 10AR30 05PI05 11CP28 17SC02 
Mo 06 14:56:03 15TA38 29PI25 08TA47 25TA32 11TA32 18GE32 07SC38 10AR33 05PI06 11CP27 16SC59 
Tu 07 14:59:60 16TA36 12AR12 10TA52 26TA46 12TA16 18GE45 07SC34 10AR36 05PI07 11CP26 16SC55 
We 08 15:03:56 17TA34 24AR45 12TA58 27TA60 13TA00 18GE57 07SC29 10AR39 05PI08 11CP26 16SC52 
Th 09 15:07:53 18TA32 07TA06 15TA06 29TA14 13TA44 19GE10 07SC25 10AR42 05PI09 11CP25 16SC49 
Fr 10 15:11:49 19TA30 19TA17 17TA15 00GE27 14TA28 19GE23 07SC20 10AR45 05PI10 11CP24 16SC46 
Sa 11 15:15:46 20TA28 01GE19 19TA24 01GE41 15TA12 19GE36 07SC16 10AR48 05PI11 11CP23 16SC43 
Su 12 15:19:43 21TA26 13GE14 21TA35 02GE55 15TA56 19GE49 07SC12 10AR50 05PI11 11CP23 16SC40 
Mo 13 15:23:39 22TA24 25GE06 23TA46 04GE09 16TA40 20GE02 07SC07 10AR53 05PI12 11CP22 16SC36 
Tu 14 15:27:36 23TA22 06CN55 25TA56 05GE23 17TA24 20GE15 07SC03 10AR56 05PI13 11CP21 16SC33 
We 15 15:31:32 24TA20 18CN45 28TA07 06GE36 18TA08 20GE28 06SC59 10AR59 05PI14 11CP20 16SC30 
Th 16 15:35:29 25TA18 00LE41 00GE18 07GE50 18TA52 20GE41 06SC55 11AR01 05PI15 11CP19 16SC27 
Fr 17 15:39:25 26TA16 12LE45 02GE28 09GE04 19TA35 20GE54 06SC50 11AR04 05PI15 11CP18 16SC24 
Sa 18 15:43:22 27TA14 25LE02 04GE37 10GE17 20TA19 21GE08 06SC46 11AR07 05PI16 11CP17 16SC20 
Su 19 15:47:18 28TA11 07VI36 06GE44 11GE31 21TA02 21GE21 06SC42 11AR09 05PI17 11CP16 16SC17 
Mo 20 15:51:15 29TA09 20VI31 08GE51 12GE45 21TA46 21GE34 06SC38 11AR12 05PI17 11CP15 16SC14 
Tu 21 15:55:12 00GE07 03LI51 10GE55 13GE58 22TA29 21GE47 06SC34 11AR14 05PI18 11CP14 16SC11 
We 22 15:59:08 01GE04 17LI38 12GE58 15GE12 23TA13 22GE01 06SC30 11AR17 05PI18 11CP13 16SC08 
Th 23 16:03:05 02GE02 01SC50 14GE58 16GE25 23TA56 22GE14 06SC26 11AR19 05PI19 11CP12 16SC05 
Fr 24 16:07:01 02GE60 16SC26 16GE57 17GE39 24TA39 22GE28 06SC22 11AR22 05PI19 11CP11 16SC01 
Sa 25 16:10:58 03GE57 01SG21 18GE52 18GE52 25TA23 22GE41 06SC19 11AR24 05PI20 11CP10 15SC58 
Su 26 16:14:54 04GE55 16SG27 20GE46 20GE06 26TA06 22GE54 06SC15 11AR26 05PI20 11CP09 15SC55 
Mo 27 16:18:51 05GE53 01CP35 22GE36 21GE19 26TA49 23GE08 06SC11 11AR29 05PI21 11CP08 15SC52 
Tu 28 16:22:47 06GE50 16CP35 24GE24 22GE33 27TA32 23GE21 06SC08 11AR31 05PI21 11CP06 15SC49 
We 29 16:26:44 07GE48 01AQ20 26GE09 23GE46 28TA15 23GE35 06SC04 11AR33 05PI21 11CP05 15SC46 
Th 30 16:30:41 08GE45 15AQ43 27GE52 24GE60 28TA58 23GE49 06SC01 11AR35 05PI22 11CP04 15SC42 
Fr 31 16:34:37 09GE43 29AQ42 29GE31 26GE13 29TA41 24GE02 05SC57 11AR38 05PI22 11CP03 15SC39
 
                                          JUNE 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Sa 01 16:38:34 10GE40 13PI16 01CN07 27GE26 00GE24 24GE16 05SC54 11AR40 05PI22 11CP02 15SC36 
Su 02 16:42:30 11GE38 26PI27 02CN41 28GE40 01GE07 24GE29 05SC51 11AR42 05PI22 11CP00 15SC33 
Mo 03 16:46:27 12GE35 09AR17 04CN12 29GE53 01GE49 24GE43 05SC47 11AR44 05PI22 10CP59 15SC30 
Tu 04 16:50:23 13GE33 21AR49 05CN39 01CN07 02GE32 24GE57 05SC44 11AR46 05PI23 10CP58 15SC26 
We 05 16:54:20 14GE30 04TA07 07CN04 02CN20 03GE15 25GE10 05SC41 11AR48 05PI23 10CP56 15SC23 
Th 06 16:58:16 15GE28 16TA15 08CN25 03CN33 03GE57 25GE24 05SC38 11AR50 05PI23 10CP55 15SC20 
Fr 07 17:02:13 16GE25 28TA14 09CN43 04CN46 04GE40 25GE38 05SC35 11AR52 05PI23 10CP54 15SC17 
Sa 08 17:06:10 17GE23 10GE08 10CN59 05CN60 05GE22 25GE51 05SC33 11AR54 05PI23 10CP52 15SC14 
Su 09 17:10:06 18GE20 21GE59 12CN10 07CN13 06GE05 26GE05 05SC30 11AR55 05PI23 10CP51 15SC11 
Mo 10 17:14:03 19GE17 03CN48 13CN19 08CN26 06GE47 26GE19 05SC27 11AR57 05PI23 10CP50 15SC07 
Tu 11 17:17:59 20GE15 15CN38 14CN25 09CN40 07GE30 26GE33 05SC25 11AR59 05PI23 10CP48 15SC04 
We 12 17:21:56 21GE12 27CN31 15CN26 10CN53 08GE12 26GE46 05SC22 12AR01 05PI22 10CP47 15SC01 
Th 13 17:25:52 22GE10 09LE30 16CN25 12CN06 08GE54 27GE00 05SC20 12AR02 05PI22 10CP46 14SC58 
Fr 14 17:29:49 23GE07 21LE36 17CN20 13CN19 09GE36 27GE14 05SC17 12AR04 05PI22 10CP44 14SC55 
Sa 15 17:33:45 24GE04 03VI54 18CN11 14CN32 10GE19 27GE28 05SC15 12AR06 05PI22 10CP43 14SC51 
Su 16 17:37:42 25GE02 16VI26 18CN59 15CN45 11GE01 27GE41 05SC13 12AR07 05PI22 10CP41 14SC48 
Mo 17 17:41:39 25GE59 29VI17 19CN42 16CN58 11GE43 27GE55 05SC11 12AR09 05PI21 10CP40 14SC45 
Tu 18 17:45:35 26GE56 12LI30 20CN22 18CN12 12GE25 28GE09 05SC09 12AR10 05PI21 10CP38 14SC42 
We 19 17:49:32 27GE53 26LI08 20CN58 19CN25 13GE07 28GE23 05SC07 12AR11 05PI21 10CP37 14SC39 
Th 20 17:53:28 28GE51 10SC13 21CN29 20CN38 13GE48 28GE37 05SC05 12AR13 05PI20 10CP35 14SC36 
Fr 21 17:57:25 29GE48 24SC44 21CN57 21CN51 14GE30 28GE50 05SC04 12AR14 05PI20 10CP34 14SC32 
Sa 22 18:01:21 00CN45 09SG38 22CN19 23CN04 15GE12 29GE04 05SC02 12AR15 05PI19 10CP32 14SC29 
Su 23 18:05:18 01CN42 24SG49 22CN38 24CN17 15GE54 29GE18 05SC00 12AR16 05PI19 10CP31 14SC26 
Mo 24 18:09:14 02CN40 10CP05 22CN52 25CN29 16GE35 29GE32 04SC59 12AR18 05PI18 10CP29 14SC23 
Tu 25 18:13:11 03CN37 25CP19 23CN01 26CN42 17GE17 29GE45 04SC58 12AR19 05PI18 10CP28 14SC20 
We 26 18:17:08 04CN34 10AQ18 23CN06 27CN55 17GE59 29GE59 04SC56 12AR20 05PI17 10CP26 14SC17 
Th 27 18:21:04 05CN31 24AQ54 23CN06 29CN08 18GE40 00CN13 04SC55 12AR21 05PI17 10CP25 14SC13 
Fr 28 18:25:01 06CN28 09PI03 23CN02 00LE21 19GE21 00CN27 04SC54 12AR22 05PI16 10CP23 14SC10 
Sa 29 18:28:57 07CN26 22PI43 22CN53 01LE34 20GE03 00CN40 04SC53 12AR23 05PI15 10CP22 14SC07 
Su 30 18:32:54 08CN23 05AR56 22CN40 02LE47 20GE44 00CN54 04SC52 12AR24 05PI15 10CP20 14SC04 
                                          JULY 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Mo 01 18:36:50 09CN20 18AR43 22CN23 03LE59 21GE26 01CN08 04SC52 12AR24 05PI14 10CP19 14SC01 
Tu 02 18:40:47 10CN17 01TA10 22CN01 05LE12 22GE07 01CN21 04SC51 12AR25 05PI13 10CP17 13SC57 
We 03 18:44:43 11CN14 13TA21 21CN36 06LE25 22GE48 01CN35 04SC50 12AR26 05PI12 10CP16 13SC54 
Th 04 18:48:40 12CN12 25TA21 21CN08 07LE38 23GE29 01CN49 04SC50 12AR27 05PI12 10CP14 13SC51 
Fr 05 18:52:37 13CN09 07GE14 20CN36 08LE50 24GE10 02CN02 04SC50 12AR27 05PI11 10CP13 13SC48 
Sa 06 18:56:33 14CN06 19GE03 20CN03 10LE03 24GE51 02CN16 04SC49 12AR28 05PI10 10CP11 13SC45 
Su 07 19:00:30 15CN03 00CN52 19CN27 11LE16 25GE32 02CN29 04SC49 12AR28 05PI09 10CP10 13SC42 
Mo 08 19:04:26 16CN01 12CN42 18CN50 12LE28 26GE13 02CN43 04SC49 12AR29 05PI08 10CP08 13SC38 
Tu 09 19:08:23 16CN58 24CN37 18CN12 13LE41 26GE54 02CN56 04SC49 12AR29 05PI07 10CP07 13SC35 
We 10 19:12:19 17CN55 06LE36 17CN34 14LE53 27GE35 03CN10 04SC49 12AR30 05PI06 10CP05 13SC32 
Th 11 19:16:16 18CN52 18LE41 16CN57 16LE06 28GE16 03CN24 04SC50 12AR30 05PI05 10CP04 13SC29 
Fr 12 19:20:12 19CN50 00VI55 16CN20 17LE18 28GE57 03CN37 04SC50 12AR30 05PI04 10CP02 13SC26 
Sa 13 19:24:09 20CN47 13VI19 15CN46 18LE31 29GE37 03CN50 04SC50 12AR31 05PI03 10CP01 13SC23 
Su 14 19:28:06 21CN44 25VI55 15CN14 19LE43 00CN18 04CN04 04SC51 12AR31 05PI02 09CP59 13SC19 
Mo 15 19:32:02 22CN41 08LI46 14CN45 20LE56 00CN59 04CN17 04SC51 12AR31 05PI01 09CP58 13SC16 
Tu 16 19:35:59 23CN38 21LI55 14CN20 22LE08 01CN39 04CN31 04SC52 12AR31 04PI60 09CP56 13SC13 
We 17 19:39:55 24CN36 05SC26 13CN59 23LE21 02CN20 04CN44 04SC53 12AR31 04PI59 09CP55 13SC10 
Th 18 19:43:52 25CN33 19SC21 13CN42 24LE33 03CN00 04CN57 04SC54 12AR31 04PI58 09CP54 13SC07 
Fr 19 19:47:48 26CN30 03SG40 13CN30 25LE45 03CN40 05CN10 04SC55 12AR31 04PI56 09CP52 13SC03 
Sa 20 19:51:45 27CN27 18SG21 13CN23 26LE57 04CN21 05CN24 04SC56 12AR31 04PI55 09CP51 13SC00 
Su 21 19:55:41 28CN25 03CP21 13CN22 28LE10 05CN01 05CN37 04SC57 12AR31 04PI54 09CP49 12SC57 
Mo 22 19:59:38 29CN22 18CP31 13CN26 29LE22 05CN41 05CN50 04SC58 12AR31 04PI53 09CP48 12SC54 
Tu 23 20:03:35 00LE19 03AQ42 13CN36 00VI34 06CN21 06CN03 04SC60 12AR31 04PI51 09CP47 12SC51 
We 24 20:07:31 01LE16 18AQ43 13CN51 01VI46 07CN02 06CN16 05SC01 12AR30 04PI50 09CP45 12SC48 
Th 25 20:11:28 02LE14 03PI24 14CN13 02VI58 07CN42 06CN29 05SC03 12AR30 04PI49 09CP44 12SC44 
Fr 26 20:15:24 03LE11 17PI39 14CN40 04VI10 08CN22 06CN42 05SC05 12AR30 04PI48 09CP42 12SC41 
Sa 27 20:19:21 04LE08 01AR25 15CN14 05VI22 09CN02 06CN55 05SC06 12AR29 04PI46 09CP41 12SC38 
Su 28 20:23:17 05LE06 14AR41 15CN53 06VI34 09CN42 07CN08 05SC08 12AR29 04PI45 09CP40 12SC35 
Mo 29 20:27:14 06LE03 27AR31 16CN38 07VI46 10CN22 07CN21 05SC10 12AR28 04PI43 09CP38 12SC32 
Tu 30 20:31:10 07LE00 09TA59 17CN29 08VI58 11CN02 07CN33 05SC12 12AR28 04PI42 09CP37 12SC29 
We 31 20:35:07 07LE58 22TA09 18CN26 10VI10 11CN41 07CN46 05SC14 12AR27 04PI41 09CP36 12SC25 
                                         AUGUST 2013 
DATE  SID.TIME  SUN   MOON  MERCURY  VENUS  MARS JUPITER SATURN URANUS NEPTUNE PLUTO  NODE 
Th 01 20:39:04 08LE55 04GE07 19CN28 11VI22 12CN21 07CN59 05SC17 12AR26 04PI39 09CP35 12SC22 
Fr 02 20:43:00 09LE53 15GE58 20CN36 12VI33 13CN01 08CN12 05SC19 12AR26 04PI38 09CP33 12SC19 
Sa 03 20:46:57 10LE50 27GE47 21CN49 13VI45 13CN41 08CN24 05SC22 12AR25 04PI36 09CP32 12SC16 
Su 04 20:50:53 11LE47 09CN37 23CN07 14VI57 14CN20 08CN37 05SC24 12AR24 04PI35 09CP31 12SC13 
Mo 05 20:54:50 12LE45 21CN31 24CN31 16VI08 14CN60 08CN49 05SC27 12AR23 04PI33 09CP30 12SC09 
Tu 06 20:58:46 13LE42 03LE32 25CN59 17VI20 15CN39 09CN02 05SC29 12AR22 04PI32 09CP28 12SC06 
We 07 21:02:43 14LE40 15LE40 27CN32 18VI32 16CN19 09CN14 05SC32 12AR21 04PI30 09CP27 12SC03 
Th 08 21:06:39 15LE37 27LE57 29CN09 19VI43 16CN58 09CN26 05SC35 12AR20 04PI29 09CP26 11SC60 
Fr 09 21:10:36 16LE35 10VI24 00LE50 20VI55 17CN38 09CN39 05SC38 12AR19 04PI27 09CP25 11SC57 
Sa 10 21:14:33 17LE33 23VI01 02LE35 22VI06 18CN17 09CN51 05SC41 12AR18 04PI26 09CP24 11SC54 
Su 11 21:18:29 18LE30 05LI49 04LE23 23VI17 18CN56 10CN03 05SC44 12AR17 04PI24 09CP23 11SC50 
